opb,clh,rpe,cob,coe,cmr,sve
5.0,-2.66262877431,-4.3,5.0,5.0,168.7,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8  0.1 -0.7  0.8
  0.2 -0.7  0.7  0.1 -0.8  0.7]"
4.2,-5.49567855345,-0.9,5.9,0.0,172.8,"[ 1.   0.2  2.6  1.   0.2  2.  -0.4  0.2  1.2 -0.9 -1.1  0.8 -1.2 -0.8  0.7
 -1.3 -1.3  0.7 -1.3 -1.1  0.5 -1.2 -0.8  0.4 -1.2 -1.2  0.3 -1.2 -1.4  0.2
 -1.2 -1.6  0.1 -1.1 -1.5  0.1 -1.  -1.6  0.  -0.9 -1.7 -0.1 -0.8 -1.6 -0.1
 -0.7 -1.6 -0.2 -0.8 -1.7 -0.2 -0.9]"
5.7,-3.34867709087,-0.8,8.4,-3.4,177.8,"[-1.5 -2.3  0.1 -1.5 -2.3 -0.5 -2.9 -2.3 -1.3 -3.4 -3.6 -1.7 -3.7 -3.3 -1.8
 -3.8 -3.8 -1.8 -3.8 -3.6 -2.  -3.7 -3.3 -2.1 -3.7 -3.7 -2.2 -3.7 -3.9 -2.3
 -3.7 -4.1 -2.4 -3.6 -4.  -2.4 -3.5 -4.1 -2.5 -3.4 -4.2 -2.6 -3.3 -4.1 -2.6
 -3.2 -4.1 -2.7 -3.3 -4.2 -2.7 -3.4 -4.2]"
5.0,-2.68387142883,-4.3,5.1,4.9,177.8,"[  1.80000000e+00   1.00000000e+00   3.40000000e+00   1.80000000e+00
   1.00000000e+00   2.80000000e+00   4.00000000e-01   1.00000000e+00
   2.00000000e+00  -1.00000000e-01  -3.00000000e-01   1.60000000e+00
  -4.00000000e-01   8.88178420e-16   1.50000000e+00  -5.00000000e-01
  -5.00000000e-01   1.50000000e+00  -5.00000000e-01  -3.00000000e-01
   1.30000000e+00  -4.00000000e-01   8.88178420e-16   1.20000000e+00
  -4.00000000e-01  -4.00000000e-01   1.10000000e+00  -4.00000000e-01
  -6.00000000e-01   1.00000000e+00  -4.00000000e-01  -8.00000000e-01
   9.00000000e-01  -3.00000000e-01  -7.00000000e-01   9.00000000e-01
  -2.00000000e-01  -8.00000000e-01   8.00000000e-01  -1.00000000e-01
  -9.00000000e-01   7.00000000e-01   8.88178420e-16  -8.00000000e-01
   7.00000000e-01   1.00000000e-01  -8.00000000e-01   6.00000000e-01
   8.88178420e-16  -9.00000000e-01   6.00000000e-01  -1.00000000e-01
  -9.00000000e-01   6.00000000e-01]"
4.3,-3.51763443838,-5.0,5.1,4.9,177.8,"[  1.80000000e+00   1.00000000e+00   3.40000000e+00   1.80000000e+00
   1.00000000e+00   2.80000000e+00   4.00000000e-01   1.00000000e+00
   2.00000000e+00  -1.00000000e-01  -3.00000000e-01   1.60000000e+00
  -4.00000000e-01   8.88178420e-16   1.50000000e+00  -5.00000000e-01
  -5.00000000e-01   1.50000000e+00  -5.00000000e-01  -3.00000000e-01
   1.30000000e+00  -4.00000000e-01   8.88178420e-16   1.20000000e+00
  -4.00000000e-01  -4.00000000e-01   1.10000000e+00  -4.00000000e-01
  -6.00000000e-01   1.00000000e+00  -4.00000000e-01  -8.00000000e-01
   9.00000000e-01  -3.00000000e-01  -7.00000000e-01   9.00000000e-01
  -2.00000000e-01  -8.00000000e-01   8.00000000e-01  -1.00000000e-01
  -9.00000000e-01   7.00000000e-01   8.88178420e-16  -8.00000000e-01
   7.00000000e-01   1.00000000e-01  -8.00000000e-01   6.00000000e-01
   8.88178420e-16  -9.00000000e-01   6.00000000e-01  -1.00000000e-01
  -9.00000000e-01   6.00000000e-01  -1.00000000e-01]"
5.6,-3.01850660384,-1.6,8.8,-2.9,181.9,"[-1.9 -2.7 -0.3 -1.9 -2.7 -0.9 -3.3 -2.7 -1.7 -3.8 -4.  -2.1 -4.1 -3.7 -2.2
 -4.2 -4.2 -2.2 -4.2 -4.  -2.4 -4.1 -3.7 -2.5 -4.1 -4.1 -2.6 -4.1 -4.3 -2.7
 -4.1 -4.5 -2.8 -4.  -4.4 -2.8 -3.9 -4.5 -2.9 -3.8 -4.6 -3.  -3.7 -4.5 -3.
 -3.6 -4.5 -3.1 -3.7 -4.6 -3.1 -3.8 -4.6 -3.1 -3.8 -4.5]"
5.1,-2.66946935533,0.5,5.1,0.0,186.8,"[  1.80000000e+00   1.00000000e+00   3.40000000e+00   1.80000000e+00
   1.00000000e+00   2.80000000e+00   4.00000000e-01   1.00000000e+00
   2.00000000e+00  -1.00000000e-01  -3.00000000e-01   1.60000000e+00
  -4.00000000e-01   8.88178420e-16   1.50000000e+00  -5.00000000e-01
  -5.00000000e-01   1.50000000e+00  -5.00000000e-01  -3.00000000e-01
   1.30000000e+00  -4.00000000e-01   8.88178420e-16   1.20000000e+00
  -4.00000000e-01  -4.00000000e-01   1.10000000e+00  -4.00000000e-01
  -6.00000000e-01   1.00000000e+00  -4.00000000e-01  -8.00000000e-01
   9.00000000e-01  -3.00000000e-01  -7.00000000e-01   9.00000000e-01
  -2.00000000e-01  -8.00000000e-01   8.00000000e-01  -1.00000000e-01
  -9.00000000e-01   7.00000000e-01   8.88178420e-16  -8.00000000e-01
   7.00000000e-01   1.00000000e-01  -8.00000000e-01   6.00000000e-01
   8.88178420e-16  -9.00000000e-01   6.00000000e-01  -1.00000000e-01
  -9.00000000e-01   6.00000000e-01  -1.00000000e-01  -8.00000000e-01
   5.00000000e-01]"
4.3,-3.39337398513,0.1,5.0,0.0,191.8,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8  0.1 -0.7  0.8
  0.2 -0.7  0.7  0.1 -0.8  0.7  0.  -0.8  0.7  0.  -0.7  0.6  0.1]"
5.6,-3.07769413969,-1.7,8.1,-2.1,195.8,"[-1.2 -2.   0.4 -1.2 -2.  -0.2 -2.6 -2.  -1.  -3.1 -3.3 -1.4 -3.4 -3.  -1.5
 -3.5 -3.5 -1.5 -3.5 -3.3 -1.7 -3.4 -3.  -1.8 -3.4 -3.4 -1.9 -3.4 -3.6 -2.
 -3.4 -3.8 -2.1 -3.3 -3.7 -2.1 -3.2 -3.8 -2.2 -3.1 -3.9 -2.3 -3.  -3.8 -2.3
 -2.9 -3.8 -2.4 -3.  -3.9 -2.4 -3.1 -3.9 -2.4 -3.1 -3.8 -2.5 -3.  -3.8]"
5.2,-2.86510804544,0.1,5.5,0.0,200.3,"[ 1.4  0.6  3.   1.4  0.6  2.4  0.   0.6  1.6 -0.5 -0.7  1.2 -0.8 -0.4  1.1
 -0.9 -0.9  1.1 -0.9 -0.7  0.9 -0.8 -0.4  0.8 -0.8 -0.8  0.7 -0.8 -1.   0.6
 -0.8 -1.2  0.5 -0.7 -1.1  0.5 -0.6 -1.2  0.4 -0.5 -1.3  0.3 -0.4 -1.2  0.3
 -0.3 -1.2  0.2 -0.4 -1.3  0.2 -0.5 -1.3  0.2 -0.5 -1.2  0.1 -0.4 -1.2  0.1]"
